Nummer;Score;Bewertungen;Land;Vorwahl;Suchanfragen;Anruftyp;Anrufname;Vorwahlname;Deeplink;CallerTypeId
004927629230;7;6;49;2762;1720;Aggressive Werbung;Patt Verkaufsstrategien;Wenden Südsauerland;https://www.tellows.de/num/004927629230;5;
027629230;7;6;49;2762;1720;Aggressive Werbung;Patt Verkaufsstrategien;Wenden Südsauerland;https://www.tellows.de/num/004927629230;5;
004948713431;8;3;49;4871;205;Telefonterror;Ewald Wigger;Hohenwestedt;https://www.tellows.de/num/004948713431;7;
048713431;8;3;49;4871;205;Telefonterror;Ewald Wigger;Hohenwestedt;https://www.tellows.de/num/004948713431;7;
004981919375900;7;4;49;8191;894;Vermarkter Hotline;Frisland campina;Landsberg a Lech;https://www.tellows.de/num/004981919375900;9;
081919375900;7;4;49;8191;894;Vermarkter Hotline;Frisland campina;Landsberg a Lech;https://www.tellows.de/num/004981919375900;9;
004941031872316;7;6;49;4103;3378;Telefonterror;04103-1872316;Wedel;https://www.tellows.de/num/004941031872316;7;
041031872316;7;6;49;4103;3378;Telefonterror;04103-1872316;Wedel;https://www.tellows.de/num/004941031872316;7;
00498724965943;8;4;49;8724;1116;Ping Anruf;;Massing;https://www.tellows.de/num/00498724965943;10;
08724965943;8;4;49;8724;1116;Ping Anruf;;Massing;https://www.tellows.de/num/00498724965943;10;
00498006644460931;8;81;49;800;50082;Inkassounternehmen;EOS Inkasso;Kostenlose Rufnummer;https://www.tellows.de/num/00498006644460931;4;
08006644460931;8;81;49;800;50082;Inkassounternehmen;EOS Inkasso;Kostenlose Rufnummer;https://www.tellows.de/num/00498006644460931;4;
004930920383;8;3;49;30;594;Telefonterror;;Berlin;https://www.tellows.de/num/004930920383;7;
030920383;8;3;49;30;594;Telefonterror;;Berlin;https://www.tellows.de/num/004930920383;7;
0013239603543;8;9;1;323960;48;Telefonterror;Scientology;Hollywood;https://www.tellows.de/num/0013239603543;7;
004992283822567;8;4;49;9228;1639;Aggressive Werbung;;Thurnau;https://www.tellows.de/num/004992283822567;5;
092283822567;8;4;49;9228;1639;Aggressive Werbung;;Thurnau;https://www.tellows.de/num/004992283822567;5;
004962139999;7;4;49;621;2447;Telefonterror;Cisco;Mannheim;https://www.tellows.de/num/004962139999;7;
062139999;7;4;49;621;2447;Telefonterror;Cisco;Mannheim;https://www.tellows.de/num/004962139999;7;
04934934521973030;8;3;49;4934;1451;Aggressive Werbung;Atlantika Bank;Marienhafe;https://www.tellows.de/num/04934934521973030;5;
+494934521973030;8;3;49;4934;1451;Aggressive Werbung;Atlantika Bank;Marienhafe;https://www.tellows.de/num/04934934521973030;5;
00496344947898;8;17;49;6344;8367;Inkassounternehmen;UGV Inkasso;Schwegenheim;https://www.tellows.de/num/00496344947898;4;
06344947898;8;17;49;6344;8367;Inkassounternehmen;UGV Inkasso;Schwegenheim;https://www.tellows.de/num/00496344947898;4;
00496507928042;8;17;49;6507;3863;Aggressive Werbung;Weinhandel;Neumagen-Dhron;https://www.tellows.de/num/00496507928042;5;
06507928042;8;17;49;6507;3863;Aggressive Werbung;Weinhandel;Neumagen-Dhron;https://www.tellows.de/num/00496507928042;5;
00493456819822;8;5;49;345;1512;Aggressive Werbung;Versicherungsoptimierer;Halle Saale;https://www.tellows.de/num/00493456819822;5;
03456819822;8;5;49;345;1512;Aggressive Werbung;Versicherungsoptimierer;Halle Saale;https://www.tellows.de/num/00493456819822;5;
00498938038656;8;6;49;89;2910;Aggressive Werbung;;München;https://www.tellows.de/num/00498938038656;5;
08938038656;8;6;49;89;2910;Aggressive Werbung;;München;https://www.tellows.de/num/00498938038656;5;
00499313050343;8;3;49;931;986;Meinungsforschung;;Würzburg;https://www.tellows.de/num/00499313050343;6;
09313050343;8;3;49;931;986;Meinungsforschung;;Würzburg;https://www.tellows.de/num/00499313050343;6;
004962229484334;7;5;49;6222;1751;Aggressive Werbung;Medienagentur;Wiesloch;https://www.tellows.de/num/004962229484334;5;
062229484334;7;5;49;6222;1751;Aggressive Werbung;Medienagentur;Wiesloch;https://www.tellows.de/num/004962229484334;5;
00492118827700;8;23;49;211;6293;Aggressive Werbung;Bernsteinbank;Düsseldorf;https://www.tellows.de/num/00492118827700;5;
02118827700;8;23;49;211;6293;Aggressive Werbung;Bernsteinbank;Düsseldorf;https://www.tellows.de/num/00492118827700;5;
004932221092861;8;8;49;3222;3700;Gewinnspiel;Hotline;Voice-over-IP Nummernkreis;https://www.tellows.de/num/004932221092861;3;
032221092861;8;8;49;3222;3700;Gewinnspiel;Hotline;Voice-over-IP Nummernkreis;https://www.tellows.de/num/004932221092861;3;
004921193673980;8;43;49;211;32327;Inkassounternehmen;Euro Collect;Düsseldorf;https://www.tellows.de/num/004921193673980;4;
021193673980;8;43;49;211;32327;Inkassounternehmen;Euro Collect;Düsseldorf;https://www.tellows.de/num/004921193673980;4;
004915151725768;8;25;49;1515;7282;Kostenfalle;Betrug kranke Verwandte;T-Mobile;https://www.tellows.de/num/004915151725768;8;
015151725768;8;25;49;1515;7282;Kostenfalle;Betrug kranke Verwandte;T-Mobile;https://www.tellows.de/num/004915151725768;8;
00493518988061;7;10;49;351;2358;Aggressive Werbung;Steueroptimierung;Dresden;https://www.tellows.de/num/00493518988061;5;
03518988061;7;10;49;351;2358;Aggressive Werbung;Steueroptimierung;Dresden;https://www.tellows.de/num/00493518988061;5;
00493518988103;7;7;49;351;2827;Aggressive Werbung;Verlag der Deutschen W;Dresden;https://www.tellows.de/num/00493518988103;5;
03518988103;7;7;49;351;2827;Aggressive Werbung;Verlag der Deutschen W;Dresden;https://www.tellows.de/num/00493518988103;5;
00494048404333;8;4;49;40;710;Aggressive Werbung;JS Gruppe;Hamburg;https://www.tellows.de/num/00494048404333;5;
04048404333;8;4;49;40;710;Aggressive Werbung;JS Gruppe;Hamburg;https://www.tellows.de/num/00494048404333;5;
004991188185891;7;3;49;911;2073;Meinungsforschung;Gkfk Meinungsforschung;Nürnberg;https://www.tellows.de/num/004991188185891;6;
091188185891;7;3;49;911;2073;Meinungsforschung;Gkfk Meinungsforschung;Nürnberg;https://www.tellows.de/num/004991188185891;6;
004989666630052;7;6;49;89;3710;Vermarkter Hotline;O²;München;https://www.tellows.de/num/004989666630052;9;
089666630052;7;6;49;89;3710;Vermarkter Hotline;O²;München;https://www.tellows.de/num/004989666630052;9;
004915252750566;8;5;49;1525;1338;Aggressive Werbung;Pallhuber;Vodafone D2 GmbH;https://www.tellows.de/num/004915252750566;5;
015252750566;8;5;49;1525;1338;Aggressive Werbung;Pallhuber;Vodafone D2 GmbH;https://www.tellows.de/num/004915252750566;5;
00491737842450;8;4;49;173;593;Aggressive Werbung;Spamanrufer;Vodafone;https://www.tellows.de/num/00491737842450;5;
01737842450;8;4;49;173;593;Aggressive Werbung;Spamanrufer;Vodafone;https://www.tellows.de/num/00491737842450;5;
004915141414017;7;6;49;1514;1675;Inkassounternehmen;T.Pietsch;T-Mobile;https://www.tellows.de/num/004915141414017;4;
015141414017;7;6;49;1514;1675;Inkassounternehmen;T.Pietsch;T-Mobile;https://www.tellows.de/num/004915141414017;4;
0049803122012221;7;22;49;8031;14431;Aggressive Werbung;Spenden Anruf;Rosenheim Oberbay;https://www.tellows.de/num/0049803122012221;5;
0803122012221;7;22;49;8031;14431;Aggressive Werbung;Spenden Anruf;Rosenheim Oberbay;https://www.tellows.de/num/0049803122012221;5;
004915771457041;8;9;49;1577;163;Telefonterror;Autoankäufer;E-Plus;https://www.tellows.de/num/004915771457041;7;
015771457041;8;9;49;1577;163;Telefonterror;Autoankäufer;E-Plus;https://www.tellows.de/num/004915771457041;7;
00492017696119;8;4;49;201;1825;Inkassounternehmen;Inkasso Essen;Essen;https://www.tellows.de/num/00492017696119;4;
02017696119;8;4;49;201;1825;Inkassounternehmen;Inkasso Essen;Essen;https://www.tellows.de/num/00492017696119;4;
004962415002168;8;6;49;6241;1647;Aggressive Werbung;Medienscout;Worms;https://www.tellows.de/num/004962415002168;5;
062415002168;8;6;49;6241;1647;Aggressive Werbung;Medienscout;Worms;https://www.tellows.de/num/004962415002168;5;
004921619479236;8;11;49;2161;17;Aggressive Werbung;Energieberatung;Mönchengladbach;https://www.tellows.de/num/004921619479236;5;
021619479236;8;11;49;2161;17;Aggressive Werbung;Energieberatung;Mönchengladbach;https://www.tellows.de/num/004921619479236;5;
004940226161452;7;38;49;40;12812;Telefonterror;Hausgold Immobilien;Hamburg;https://www.tellows.de/num/004940226161452;7;
040226161452;7;38;49;40;12812;Telefonterror;Hausgold Immobilien;Hamburg;https://www.tellows.de/num/004940226161452;7;
004917665828095;8;20;49;176;6468;Kostenfalle;Deutsche Medien...;O2 (Germany);https://www.tellows.de/num/004917665828095;8;
017665828095;8;20;49;176;6468;Kostenfalle;Deutsche Medien...;O2 (Germany);https://www.tellows.de/num/004917665828095;8;
004930770190950;7;4;49;30;1529;Unbekannt;;Berlin;https://www.tellows.de/num/004930770190950;1;
030770190950;7;4;49;30;1529;Unbekannt;;Berlin;https://www.tellows.de/num/004930770190950;1;
004972198779370;7;5;49;721;1977;Vermarkter Hotline;illegale Callcenter;Karlsruhe;https://www.tellows.de/num/004972198779370;9;
072198779370;7;5;49;721;1977;Vermarkter Hotline;illegale Callcenter;Karlsruhe;https://www.tellows.de/num/004972198779370;9;
0049402850430085;8;87;49;40;54636;Inkassounternehmen;EOS;Hamburg;https://www.tellows.de/num/0049402850430085;4;
0402850430085;8;87;49;40;54636;Inkassounternehmen;EOS;Hamburg;https://www.tellows.de/num/0049402850430085;4;
00491771781015;8;81;49;177;47396;Aggressive Werbung;Mobilcom Debitel;E-Plus Mobilfunk;https://www.tellows.de/num/00491771781015;5;
01771781015;8;81;49;177;47396;Aggressive Werbung;Mobilcom Debitel;E-Plus Mobilfunk;https://www.tellows.de/num/00491771781015;5;
0049410662700299;8;49;49;4106;40544;Aggressive Werbung;Zeitungswerber;Quickborn Kr Pinneberg;https://www.tellows.de/num/0049410662700299;5;
0410662700299;8;49;49;4106;40544;Aggressive Werbung;Zeitungswerber;Quickborn Kr Pinneberg;https://www.tellows.de/num/0049410662700299;5;
004917688854976;8;47;49;176;41900;Telefonterror;O2 Hotline;O2 (Germany);https://www.tellows.de/num/004917688854976;7;
017688854976;8;47;49;176;41900;Telefonterror;O2 Hotline;O2 (Germany);https://www.tellows.de/num/004917688854976;7;
0049211361899023;8;30;49;211;45215;Aggressive Werbung;Kein Dunst;Düsseldorf;https://www.tellows.de/num/0049211361899023;5;
0211361899023;8;30;49;211;45215;Aggressive Werbung;Kein Dunst;Düsseldorf;https://www.tellows.de/num/0049211361899023;5;
00491771781125;8;12;49;177;8850;Telefonterror;Befragung;E-Plus Mobilfunk;https://www.tellows.de/num/00491771781125;7;
01771781125;8;12;49;177;8850;Telefonterror;Befragung;E-Plus Mobilfunk;https://www.tellows.de/num/00491771781125;7;
0049223371075;7;24;49;2233;13705;Kostenfalle;Rechtsanwältin Monika Mumm;Hürth Rheinl;https://www.tellows.de/num/0049223371075;8;
0223371075;7;24;49;2233;13705;Kostenfalle;Rechtsanwältin Monika Mumm;Hürth Rheinl;https://www.tellows.de/num/0049223371075;8;
004917688854936;7;34;49;176;19128;Aggressive Werbung;O2;O2 (Germany);https://www.tellows.de/num/004917688854936;5;
017688854936;7;34;49;176;19128;Aggressive Werbung;O2;O2 (Germany);https://www.tellows.de/num/004917688854936;5;
004921154031512;8;4;49;211;1142;Aggressive Werbung;Indeed;Düsseldorf;https://www.tellows.de/num/004921154031512;5;
021154031512;8;4;49;211;1142;Aggressive Werbung;Indeed;Düsseldorf;https://www.tellows.de/num/004921154031512;5;
00491622818519;8;8;49;162;1341;Telefonterror;;Vodafone;https://www.tellows.de/num/00491622818519;7;
01622818519;8;8;49;162;1341;Telefonterror;;Vodafone;https://www.tellows.de/num/00491622818519;7;
08008003301071;8;169;49;800;119015;Aggressive Werbung;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003301071;5;
+498003301071;8;169;49;800;119015;Aggressive Werbung;Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/08008003301071;5;
004915735991492;8;5;49;157;1346;Aggressive Werbung;Schlüsseldienst;E-Plus;https://www.tellows.de/num/004915735991492;5;
015735991492;8;5;49;157;1346;Aggressive Werbung;Schlüsseldienst;E-Plus;https://www.tellows.de/num/004915735991492;5;
004949234414700019;7;12;49;4923;2508;Seriöse Nummer;Team Vonovia;Krummhörn-Pewsum;https://www.tellows.de/num/004949234414700019;2;
049234414700019;7;12;49;4923;2508;Seriöse Nummer;Team Vonovia;Krummhörn-Pewsum;https://www.tellows.de/num/004949234414700019;2;
00496714833880219;7;4;49;671;1515;Vermarkter Hotline;;Bad Kreuznach;https://www.tellows.de/num/00496714833880219;9;
06714833880219;7;4;49;671;1515;Vermarkter Hotline;;Bad Kreuznach;https://www.tellows.de/num/00496714833880219;9;
00491705022132;8;181;49;170;34088;Aggressive Werbung;Promobil;T-Mobile;https://www.tellows.de/num/00491705022132;5;
01705022132;8;181;49;170;34088;Aggressive Werbung;Promobil;T-Mobile;https://www.tellows.de/num/00491705022132;5;
004940299962714;8;13;49;40;29;Aggressive Werbung;Callcenter;Hamburg;https://www.tellows.de/num/004940299962714;5;
040299962714;8;13;49;40;29;Aggressive Werbung;Callcenter;Hamburg;https://www.tellows.de/num/004940299962714;5;
00492519520331110;8;4;49;251;590;Aggressive Werbung;Stepstone;Münster;https://www.tellows.de/num/00492519520331110;5;
02519520331110;8;4;49;251;590;Aggressive Werbung;Stepstone;Münster;https://www.tellows.de/num/00492519520331110;5;
004917686649818;8;4;49;176;539;Telefonterror;Vollhorst;O2 (Germany);https://www.tellows.de/num/004917686649818;7;
017686649818;8;4;49;176;539;Telefonterror;Vollhorst;O2 (Germany);https://www.tellows.de/num/004917686649818;7;
0049265985620;9;6;49;2659;1476;Kostenfalle;Firma Microsoft;;https://www.tellows.de/num/0049265985620;8;
0265985620;9;6;49;2659;1476;Kostenfalle;Firma Microsoft;;https://www.tellows.de/num/0049265985620;8;
0049322122987620;7;4;49;3221;1588;Meinungsforschung;;Voice-over-IP Nummernkreis;https://www.tellows.de/num/0049322122987620;6;
0322122987620;7;4;49;3221;1588;Meinungsforschung;;Voice-over-IP Nummernkreis;https://www.tellows.de/num/0049322122987620;6;
004962192109102;7;14;49;621;6972;Aggressive Werbung;Call Center;Mannheim;https://www.tellows.de/num/004962192109102;5;
062192109102;7;14;49;621;6972;Aggressive Werbung;Call Center;Mannheim;https://www.tellows.de/num/004962192109102;5;
00498921967832;7;56;49;89;29923;Aggressive Werbung;Süddeutschen Zeitung;München;https://www.tellows.de/num/00498921967832;5;
08921967832;7;56;49;89;29923;Aggressive Werbung;Süddeutschen Zeitung;München;https://www.tellows.de/num/00498921967832;5;
004922196986914;8;18;49;221;8249;Kostenfalle;vodafone;Köln;https://www.tellows.de/num/004922196986914;8;
022196986914;8;18;49;221;8249;Kostenfalle;vodafone;Köln;https://www.tellows.de/num/004922196986914;8;
0049402999664197;7;7;49;40;887;Aggressive Werbung;Aggressive Werbung;Hamburg;https://www.tellows.de/num/0049402999664197;5;
0402999664197;7;7;49;40;887;Aggressive Werbung;Aggressive Werbung;Hamburg;https://www.tellows.de/num/0049402999664197;5;
004930120830528;7;3;49;30;333;Telefonterror;Tourlane GmbH;Berlin;https://www.tellows.de/num/004930120830528;7;
030120830528;7;3;49;30;333;Telefonterror;Tourlane GmbH;Berlin;https://www.tellows.de/num/004930120830528;7;
0035722274369;8;137;357;22;22396;Aggressive Werbung;EPS;Nikosia;https://www.tellows.de/num/0035722274369;5;
0049202271797609;8;25;49;202;4798;Aggressive Werbung;Angeblich Unitymedia;Wuppertal;https://www.tellows.de/num/0049202271797609;5;
0202271797609;8;25;49;202;4798;Aggressive Werbung;Angeblich Unitymedia;Wuppertal;https://www.tellows.de/num/0049202271797609;5;
00493452393335;8;17;49;345;10224;Vermarkter Hotline;Klarmobil;Halle Saale;https://www.tellows.de/num/00493452393335;9;
03452393335;8;17;49;345;10224;Vermarkter Hotline;Klarmobil;Halle Saale;https://www.tellows.de/num/00493452393335;9;
004935548864120;7;85;49;355;79014;Aggressive Werbung;Bonprix;Cottbus;https://www.tellows.de/num/004935548864120;5;
035548864120;7;85;49;355;79014;Aggressive Werbung;Bonprix;Cottbus;https://www.tellows.de/num/004935548864120;5;
00496979222711;8;81;49;69;23840;Aggressive Werbung;Concardis;Frankfurt am Main;https://www.tellows.de/num/00496979222711;5;
06979222711;8;81;49;69;23840;Aggressive Werbung;Concardis;Frankfurt am Main;https://www.tellows.de/num/00496979222711;5;
004986544079411;8;61;49;8654;43842;Aggressive Werbung;Wenatex;Freilassing;https://www.tellows.de/num/004986544079411;5;
086544079411;8;61;49;8654;43842;Aggressive Werbung;Wenatex;Freilassing;https://www.tellows.de/num/004986544079411;5;
004946115065446;7;107;49;461;66417;Aggressive Werbung;Sky Deutschland;Flensburg;https://www.tellows.de/num/004946115065446;5;
046115065446;7;107;49;461;66417;Aggressive Werbung;Sky Deutschland;Flensburg;https://www.tellows.de/num/004946115065446;5;
00496912009200;8;18;49;69;5332;Aggressive Werbung;Vodafone angeblich;Frankfurt am Main;https://www.tellows.de/num/00496912009200;5;
06912009200;8;18;49;69;5332;Aggressive Werbung;Vodafone angeblich;Frankfurt am Main;https://www.tellows.de/num/00496912009200;5;
+43720072491;8;184;43;720;68282;Gewinnspiel;Gewinnspiel;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720072491;3;
004940257674490;8;6;49;40;1913;Aggressive Werbung;StarOil aus Hamburg;Hamburg;https://www.tellows.de/num/004940257674490;5;
040257674490;8;6;49;40;1913;Aggressive Werbung;StarOil aus Hamburg;Hamburg;https://www.tellows.de/num/004940257674490;5;
004921190020120;7;35;49;211;19090;Telefonterror;Targobank;Düsseldorf;https://www.tellows.de/num/004921190020120;7;
021190020120;7;35;49;211;19090;Telefonterror;Targobank;Düsseldorf;https://www.tellows.de/num/004921190020120;7;
0043720022741;9;5;43;720;514;Telefonterror;Anton;ortunabhängige Servicerufnummer;https://www.tellows.de/num/0043720022741;7;
004989954574833;7;68;49;89;23265;Inkassounternehmen;Inkasso;München;https://www.tellows.de/num/004989954574833;4;
089954574833;7;68;49;89;23265;Inkassounternehmen;Inkasso;München;https://www.tellows.de/num/004989954574833;4;
00498000009445;8;61;49;800;26115;Vermarkter Hotline;angeblich Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/00498000009445;9;
08000009445;8;61;49;800;26115;Vermarkter Hotline;angeblich Telekom;Kostenlose Rufnummer;https://www.tellows.de/num/00498000009445;9;
00491727590654;8;29;49;172;7596;Aggressive Werbung;Fake Vodafone;Vodafone;https://www.tellows.de/num/00491727590654;5;
01727590654;8;29;49;172;7596;Aggressive Werbung;Fake Vodafone;Vodafone;https://www.tellows.de/num/00491727590654;5;
004930403671753;8;8;49;30;662;Aggressive Werbung;Dentolo;Berlin;https://www.tellows.de/num/004930403671753;5;
030403671753;8;8;49;30;662;Aggressive Werbung;Dentolo;Berlin;https://www.tellows.de/num/004930403671753;5;
00390409370033;7;13;39;40;7106;Aggressive Werbung;Vodafone;Trieste;https://www.tellows.de/num/00390409370033;5;
00498008801135;8;14;49;800;5528;Aggressive Werbung;Ergo Versicherung;Kostenlose Rufnummer;https://www.tellows.de/num/00498008801135;5;
08008801135;8;14;49;800;5528;Aggressive Werbung;Ergo Versicherung;Kostenlose Rufnummer;https://www.tellows.de/num/00498008801135;5;
0043720022719;9;7;43;720;884;Telefonterror;;ortunabhängige Servicerufnummer;https://www.tellows.de/num/0043720022719;7;
0043720778818;8;13;43;720;1348;Aggressive Werbung;Exodermin;ortunabhängige Servicerufnummer;https://www.tellows.de/num/0043720778818;5;
004951136734258;8;5;49;511;1628;Aggressive Werbung;Madsack Hannover;Hannover;https://www.tellows.de/num/004951136734258;5;
051136734258;8;5;49;511;1628;Aggressive Werbung;Madsack Hannover;Hannover;https://www.tellows.de/num/004951136734258;5;
004952419052073;8;9;49;5241;973;Telefonterror;Brockhaus & InmedionOne;Gütersloh;https://www.tellows.de/num/004952419052073;7;
052419052073;8;9;49;5241;973;Telefonterror;Brockhaus & InmedionOne;Gütersloh;https://www.tellows.de/num/004952419052073;7;
004915735992786;7;4;49;1573;506;Vermarkter Hotline;Trading Firma;E-Plus;https://www.tellows.de/num/004915735992786;9;
015735992786;7;4;49;1573;506;Vermarkter Hotline;Trading Firma;E-Plus;https://www.tellows.de/num/004915735992786;9;
00498947416983;8;60;49;89;20710;Aggressive Werbung;Energiezentrale München;München;https://www.tellows.de/num/00498947416983;5;
08947416983;8;60;49;89;20710;Aggressive Werbung;Energiezentrale München;München;https://www.tellows.de/num/00498947416983;5;
004915175604350;8;4;49;1517;1614;Aggressive Werbung;Versandapotheke;Telekom Deutschland;https://www.tellows.de/num/004915175604350;5;
015175604350;8;4;49;1517;1614;Aggressive Werbung;Versandapotheke;Telekom Deutschland;https://www.tellows.de/num/004915175604350;5;
00491771782236;8;5;49;177;422;Kostenfalle;unbebannt;E-Plus Mobilfunk;https://www.tellows.de/num/00491771782236;8;
01771782236;8;5;49;177;422;Kostenfalle;unbebannt;E-Plus Mobilfunk;https://www.tellows.de/num/00491771782236;8;
00496995092141;8;6;49;69;991;Aggressive Werbung;Frau Bietmann;Frankfurt am Main;https://www.tellows.de/num/00496995092141;5;
06995092141;8;6;49;69;991;Aggressive Werbung;Frau Bietmann;Frankfurt am Main;https://www.tellows.de/num/00496995092141;5;
030930220564065;7;100;49;30;39999;Aggressive Werbung;Brille.de;Berlin;https://www.tellows.de/num/030930220564065;5;
+4930220564065;7;100;49;30;39999;Aggressive Werbung;Brille.de;Berlin;https://www.tellows.de/num/030930220564065;5;
004937060003802;8;7;49;3;2050;Aggressive Werbung;24 Trade X;SMS (Premium) Services;https://www.tellows.de/num/004937060003802;5;
037060003802;8;7;49;3;2050;Aggressive Werbung;24 Trade X;SMS (Premium) Services;https://www.tellows.de/num/004937060003802;5;
00498921229444;8;61;49;89;16045;Aggressive Werbung;Energieberatung;München;https://www.tellows.de/num/00498921229444;5;
08921229444;8;61;49;89;16045;Aggressive Werbung;Energieberatung;München;https://www.tellows.de/num/00498921229444;5;
004920176957628;8;5;49;201;968;Inkassounternehmen;Proceed Inkasso;Essen;https://www.tellows.de/num/004920176957628;4;
020176957628;8;5;49;201;968;Inkassounternehmen;Proceed Inkasso;Essen;https://www.tellows.de/num/004920176957628;4;
00498999828803;7;14;49;89;1868;Telefonterror;Domainfactory;München;https://www.tellows.de/num/00498999828803;7;
08999828803;7;14;49;89;1868;Telefonterror;Domainfactory;München;https://www.tellows.de/num/00498999828803;7;
004923149498861;8;47;49;231;8793;Telefonterror;Call Center;Dortmund;https://www.tellows.de/num/004923149498861;7;
023149498861;8;47;49;231;8793;Telefonterror;Call Center;Dortmund;https://www.tellows.de/num/004923149498861;7;
0049202196850421;8;28;49;202;6934;Meinungsforschung;Lt. Anrufer von Freepoint;Wuppertal;https://www.tellows.de/num/0049202196850421;6;
0202196850421;8;28;49;202;6934;Meinungsforschung;Lt. Anrufer von Freepoint;Wuppertal;https://www.tellows.de/num/0049202196850421;6;
004935132016146;8;7;49;351;5072;Aggressive Werbung;Sächsische Zeitung;Dresden;https://www.tellows.de/num/004935132016146;5;
035132016146;8;7;49;351;5072;Aggressive Werbung;Sächsische Zeitung;Dresden;https://www.tellows.de/num/004935132016146;5;
004917642280306;8;3;49;176;352;SMS Spam;Ergotherapie-france;O2 (Germany);https://www.tellows.de/num/004917642280306;11;
017642280306;8;3;49;176;352;SMS Spam;Ergotherapie-france;O2 (Germany);https://www.tellows.de/num/004917642280306;11;
00494060775401;8;7;49;40;1472;Telefonterror;Ja Telefon Terror;Hamburg;https://www.tellows.de/num/00494060775401;7;
04060775401;8;7;49;40;1472;Telefonterror;Ja Telefon Terror;Hamburg;https://www.tellows.de/num/00494060775401;7;
0049404223602645;8;4;49;40;886;Aggressive Werbung;;Hamburg;https://www.tellows.de/num/0049404223602645;5;
0404223602645;8;4;49;40;886;Aggressive Werbung;;Hamburg;https://www.tellows.de/num/0049404223602645;5;
0049404223602620;8;5;49;40;745;Gewinnspiel;Lotteriereklame;Hamburg;https://www.tellows.de/num/0049404223602620;3;
0404223602620;8;5;49;40;745;Gewinnspiel;Lotteriereklame;Hamburg;https://www.tellows.de/num/0049404223602620;3;
004930726134903;8;3;49;30;319;Telefonterror;;Berlin;https://www.tellows.de/num/004930726134903;7;
030726134903;8;3;49;30;319;Telefonterror;;Berlin;https://www.tellows.de/num/004930726134903;7;
004935818999046;8;9;49;3581;3689;Telefonterror;Credit Plus (echt?);Görlitz;https://www.tellows.de/num/004935818999046;7;
035818999046;8;9;49;3581;3689;Telefonterror;Credit Plus (echt?);Görlitz;https://www.tellows.de/num/004935818999046;7;
00491739658765;8;5;49;173;1030;Telefonterror;Vodafone;Vodafone;https://www.tellows.de/num/00491739658765;7;
01739658765;8;5;49;173;1030;Telefonterror;Vodafone;Vodafone;https://www.tellows.de/num/00491739658765;7;
00493030809975;8;3;49;30;1630;Vermarkter Hotline;auto leasing;Berlin;https://www.tellows.de/num/00493030809975;9;
03030809975;8;3;49;30;1630;Vermarkter Hotline;auto leasing;Berlin;https://www.tellows.de/num/00493030809975;9;
00491733684928;8;4;49;173;38;SMS Spam;;Vodafone;https://www.tellows.de/num/00491733684928;11;
01733684928;8;4;49;173;38;SMS Spam;;Vodafone;https://www.tellows.de/num/00491733684928;11;
00491721279183;8;82;49;172;32034;Aggressive Werbung;Vodafone;Vodafone;https://www.tellows.de/num/00491721279183;5;
01721279183;8;82;49;172;32034;Aggressive Werbung;Vodafone;Vodafone;https://www.tellows.de/num/00491721279183;5;
004921154029241;7;7;49;211;2007;Aggressive Werbung;Firma SAP (war die Behauptung);Düsseldorf;https://www.tellows.de/num/004921154029241;5;
021154029241;7;7;49;211;2007;Aggressive Werbung;Firma SAP (war die Behauptung);Düsseldorf;https://www.tellows.de/num/004921154029241;5;
00493025558157;8;7;49;30;1348;Aggressive Werbung;;Berlin;https://www.tellows.de/num/00493025558157;5;
03025558157;8;7;49;30;1348;Aggressive Werbung;;Berlin;https://www.tellows.de/num/00493025558157;5;
004915735994684;8;7;49;1573;978;Aggressive Werbung;;E-Plus;https://www.tellows.de/num/004915735994684;5;
015735994684;8;7;49;1573;978;Aggressive Werbung;;E-Plus;https://www.tellows.de/num/004915735994684;5;
004962217961613;8;3;49;6221;335;Aggressive Werbung;;Heidelberg;https://www.tellows.de/num/004962217961613;5;
062217961613;8;3;49;6221;335;Aggressive Werbung;;Heidelberg;https://www.tellows.de/num/004962217961613;5;
00491739103190;8;17;49;173;2214;Telefonterror;Frau für Vodafone;Vodafone;https://www.tellows.de/num/00491739103190;7;
01739103190;8;17;49;173;2214;Telefonterror;Frau für Vodafone;Vodafone;https://www.tellows.de/num/00491739103190;7;
004915906750412;7;4;49;159;495;Vermarkter Hotline;;O2 (Germany);https://www.tellows.de/num/004915906750412;9;
015906750412;7;4;49;159;495;Vermarkter Hotline;;O2 (Germany);https://www.tellows.de/num/004915906750412;9;
004933724598977;7;4;49;3372;105;Aggressive Werbung;Primo Vorsorge UG;Jüterbog;https://www.tellows.de/num/004933724598977;5;
033724598977;7;4;49;3372;105;Aggressive Werbung;Primo Vorsorge UG;Jüterbog;https://www.tellows.de/num/004933724598977;5;
004930209945465;8;31;49;30;5167;Aggressive Werbung;Firma Stadtritter;Berlin;https://www.tellows.de/num/004930209945465;5;
030209945465;8;31;49;30;5167;Aggressive Werbung;Firma Stadtritter;Berlin;https://www.tellows.de/num/004930209945465;5;
004940334636279;8;104;49;40;23001;Vermarkter Hotline;Vermarkterhotline;Hamburg;https://www.tellows.de/num/004940334636279;9;
